id,area,bbox_y,bbox_x,bbox_h,bbox_w
60,151,258.0,359.0,15.0,18.0
61,247,220.0,253.0,19.0,17.0
62,159,225.0,270.0,13.0,15.0
63,158,216.0,231.0,16.0,14.0
64,99,189.0,233.0,10.0,14.0
65,185,190.0,196.0,17.0,21.0
66,543,170.0,173.0,25.0,31.0
67,184,72.0,145.0,17.0,15.0
68,185,96.0,133.0,13.0,19.0
69,151,107.0,130.0,13.0,17.0
70,300,65.0,197.0,19.0,22.0
71,102,59.0,224.0,11.0,13.0
72,169,110.0,182.0,12.0,19.0
73,136,123.0,257.0,13.0,13.0
74,81,116.0,244.0,9.0,12.0
75,90,87.0,287.0,13.0,10.0
76,36,102.0,279.0,7.0,7.0
77,78,64.0,300.0,10.0,11.0
78,198,52.0,313.0,17.0,15.0
79,235,28.0,311.0,20.0,16.0
80,192,45.0,337.0,17.0,16.0
81,149,43.0,382.0,15.0,13.0
82,167,96.0,433.0,14.0,16.0
83,94,106.0,392.0,11.0,12.0
84,141,96.0,421.0,15.0,13.0
85,57,315.0,141.0,8.0,9.0
86,77,180.0,166.0,12.0,8.0
87,33,127.0,231.0,7.0,5.0
88,41,216.0,471.0,8.0,6.0
89,10568,240.0,282.0,272.0,204.0
90,311,55.0,167.0,22.0,21.0
91,242,81.0,160.0,18.0,16.0
92,132,89.0,46.0,16.0,11.0
93,135,144.0,80.0,13.0,17.0
94,80,127.0,87.0,9.0,11.0
95,165,109.0,110.0,14.0,16.0
96,86,192.0,59.0,12.0,9.0
97,100,76.0,0.0,14.0,9.0
98,116,232.0,44.0,16.0,10.0
99,151,282.0,82.0,15.0,13.0
100,95,308.0,116.0,14.0,9.0
101,119,300.0,126.0,14.0,12.0
102,208,280.0,137.0,23.0,14.0
103,187,232.0,159.0,18.0,15.0
104,118,143.0,198.0,15.0,12.0
105,112,157.0,191.0,11.0,14.0
106,185,164.0,164.0,15.0,14.0
107,107,196.0,211.0,13.0,11.0
108,112,176.0,211.0,12.0,12.0
109,194,200.0,242.0,14.0,19.0
110,143,219.0,244.0,16.0,13.0
111,101,241.0,217.0,13.0,13.0
112,197,176.0,226.0,13.0,22.0
113,215,253.0,166.0,16.0,17.0
114,228,279.0,191.0,15.0,19.0
115,196,262.0,200.0,17.0,15.0
116,187,224.0,216.0,13.0,19.0
117,173,238.0,232.0,12.0,19.0
118,148,259.0,257.0,16.0,13.0
119,260,242.0,278.0,19.0,17.0
120,82,239.0,293.0,13.0,9.0
121,260,150.0,273.0,21.0,17.0
122,111,85.0,295.0,12.0,13.0
123,149,94.0,312.0,16.0,13.0
124,229,68.0,308.0,18.0,18.0
125,245,230.0,113.0,21.0,17.0
126,137,217.0,119.0,12.0,15.0
127,845,310.0,157.0,27.0,47.0
128,195,111.0,335.0,10.0,26.0
129,194,80.0,350.0,14.0,20.0
130,111,391.0,91.0,9.0,17.0
131,226,358.0,74.0,15.0,21.0
132,125,405.0,77.0,13.0,12.0
133,171,409.0,145.0,19.0,14.0
134,181,395.0,157.0,16.0,16.0
135,174,372.0,186.0,19.0,14.0
136,285,415.0,218.0,19.0,21.0
137,114,435.0,211.0,14.0,12.0
138,104,448.0,205.0,15.0,9.0
139,283,467.0,198.0,26.0,16.0
140,501,448.0,138.0,31.0,25.0
141,146,466.0,251.0,12.0,16.0
142,274,403.0,280.0,18.0,21.0
143,184,367.0,341.0,18.0,14.0
144,162,392.0,371.0,12.0,18.0
145,398,409.0,376.0,42.0,15.0
146,113,48.0,422.0,12.0,14.0
147,549,160.0,398.0,30.0,28.0
148,237,156.0,440.0,16.0,22.0
149,227,153.0,478.0,19.0,18.0
150,289,195.0,471.0,23.0,19.0
151,278,229.0,462.0,26.0,15.0
152,196,81.0,405.0,16.0,18.0
153,106,75.0,393.0,11.0,13.0
154,170,130.0,342.0,15.0,15.0
155,273,0.0,490.0,20.0,22.0
156,161,21.0,494.0,13.0,18.0
157,258,31.0,489.0,20.0,20.0
158,264,51.0,475.0,14.0,26.0
159,2859,422.0,305.0,69.0,64.0
160,474,111.0,425.0,24.0,27.0
161,154,103.0,470.0,12.0,20.0
162,193,140.0,441.0,12.0,22.0
163,95,116.0,378.0,8.0,15.0
