id,area,bbox_y,bbox_x,bbox_h,bbox_w
323,91,24.0,109.0,10.0,11.0
324,51,33.0,114.0,8.0,10.0
325,98,25.0,120.0,11.0,11.0
326,216,11.0,111.0,15.0,21.0
327,82,13.0,134.0,12.0,10.0
328,89,35.0,97.0,10.0,13.0
329,86,46.0,152.0,12.0,10.0
330,75,46.0,167.0,12.0,8.0
331,67,58.0,162.0,16.0,7.0
332,39,94.0,44.0,8.0,7.0
333,60,135.0,100.0,10.0,7.0
334,41,142.0,109.0,8.0,6.0
335,84,122.0,137.0,9.0,13.0
336,85,110.0,135.0,12.0,11.0
337,83,100.0,165.0,10.0,11.0
338,84,127.0,161.0,11.0,10.0
339,46,105.0,189.0,9.0,6.0
340,65,130.0,181.0,9.0,9.0
341,59,155.0,179.0,10.0,8.0
342,55,142.0,178.0,7.0,9.0
343,160,118.0,189.0,13.0,16.0
344,110,104.0,202.0,14.0,10.0
345,111,98.0,213.0,12.0,13.0
346,96,68.0,218.0,10.0,11.0
347,140,152.0,69.0,14.0,15.0
348,116,172.0,67.0,11.0,14.0
349,190,170.0,38.0,15.0,17.0
350,80,173.0,22.0,8.0,12.0
351,69,132.0,44.0,10.0,9.0
352,97,138.0,26.0,11.0,11.0
353,143,45.0,241.0,13.0,16.0
354,212,61.0,245.0,19.0,15.0
355,50,23.0,257.0,10.0,9.0
356,165,3.0,265.0,18.0,14.0
357,113,29.0,262.0,15.0,15.0
358,62,0.0,303.0,6.0,13.0
359,130,121.0,326.0,13.0,14.0
360,90,127.0,340.0,10.0,12.0
361,156,82.0,336.0,16.0,13.0
362,115,74.0,352.0,13.0,13.0
363,203,0.0,376.0,13.0,20.0
364,91,23.0,393.0,13.0,10.0
365,168,31.0,373.0,14.0,21.0
366,131,35.0,365.0,10.0,15.0
367,100,55.0,376.0,11.0,12.0
368,255,0.0,398.0,18.0,19.0
369,102,17.0,406.0,13.0,15.0
370,99,67.0,405.0,11.0,12.0
371,83,55.0,414.0,10.0,13.0
372,137,79.0,416.0,12.0,16.0
373,74,68.0,482.0,8.0,12.0
374,93,63.0,496.0,8.0,16.0
375,77,23.0,487.0,8.0,13.0
376,79,14.0,502.0,11.0,10.0
377,56,128.0,427.0,10.0,8.0
378,145,217.0,454.0,14.0,20.0
379,151,354.0,446.0,10.0,19.0
380,132,343.0,465.0,12.0,15.0
381,131,325.0,478.0,14.0,13.0
382,74,340.0,504.0,13.0,8.0
383,122,367.0,424.0,13.0,12.0
385,92,360.0,406.0,12.0,9.0
386,113,384.0,429.0,14.0,12.0
387,102,395.0,445.0,14.0,12.0
388,89,404.0,494.0,10.0,12.0
389,50,397.0,505.0,9.0,7.0
391,159,422.0,482.0,15.0,13.0
392,53,404.0,366.0,7.0,9.0
393,198,359.0,350.0,17.0,15.0
394,61,338.0,324.0,9.0,8.0
395,298,318.0,344.0,19.0,25.0
396,118,381.0,339.0,13.0,11.0
397,77,400.0,332.0,10.0,11.0
398,107,409.0,338.0,11.0,14.0
399,127,439.0,324.0,14.0,14.0
400,109,444.0,305.0,13.0,12.0
401,166,458.0,321.0,15.0,16.0
402,112,457.0,339.0,13.0,11.0
403,73,475.0,348.0,10.0,9.0
404,71,443.0,381.0,10.0,10.0
405,65,411.0,360.0,9.0,12.0
406,139,383.0,372.0,17.0,12.0
407,79,477.0,446.0,9.0,12.0
408,87,504.0,422.0,8.0,14.0
409,92,503.0,439.0,9.0,13.0
410,53,506.0,389.0,6.0,12.0
411,140,471.0,374.0,14.0,13.0
412,102,491.0,370.0,13.0,10.0
413,105,457.0,383.0,9.0,14.0
414,150,482.0,300.0,12.0,15.0
415,98,464.0,295.0,13.0,11.0
416,59,503.0,223.0,9.0,9.0
417,282,493.0,230.0,19.0,20.0
418,115,477.0,191.0,9.0,18.0
419,133,456.0,130.0,12.0,15.0
420,192,435.0,133.0,16.0,14.0
421,104,433.0,118.0,10.0,13.0
422,135,420.0,143.0,13.0,14.0
423,200,435.0,155.0,15.0,17.0
424,33,452.0,157.0,8.0,7.0
425,210,453.0,143.0,16.0,19.0
426,49,459.0,169.0,10.0,7.0
427,204,437.0,223.0,16.0,17.0
428,112,454.0,249.0,13.0,11.0
429,122,376.0,204.0,11.0,14.0
430,258,469.0,83.0,16.0,18.0
431,129,453.0,93.0,14.0,13.0
432,116,404.0,76.0,15.0,10.0
433,99,421.0,66.0,9.0,13.0
434,85,424.0,20.0,12.0,9.0
435,169,416.0,166.0,17.0,14.0
436,129,346.0,77.0,11.0,14.0
437,165,359.0,140.0,17.0,18.0
438,69,358.0,188.0,10.0,9.0
439,102,344.0,185.0,13.0,13.0
440,69,429.0,97.0,8.0,11.0
441,156,438.0,85.0,12.0,16.0
442,145,449.0,48.0,18.0,10.0
443,68,496.0,26.0,10.0,9.0
444,164,348.0,27.0,17.0,15.0
445,132,388.0,6.0,18.0,10.0
446,143,316.0,78.0,13.0,14.0
447,88,326.0,105.0,12.0,9.0
448,64,328.0,117.0,9.0,9.0
449,107,346.0,100.0,11.0,13.0
450,127,314.0,46.0,13.0,13.0
451,161,324.0,16.0,12.0,18.0
452,230,306.0,10.0,18.0,17.0
453,109,246.0,21.0,12.0,12.0
454,180,256.0,60.0,13.0,17.0
455,124,278.0,38.0,13.0,12.0
456,132,313.0,184.0,16.0,11.0
457,151,302.0,170.0,18.0,11.0
458,91,299.0,147.0,12.0,11.0
459,114,281.0,155.0,15.0,9.0
460,168,257.0,111.0,15.0,15.0
461,121,235.0,64.0,13.0,12.0
462,184,224.0,77.0,16.0,15.0
463,60,222.0,92.0,10.0,8.0
464,79,226.0,102.0,9.0,11.0
465,124,223.0,117.0,12.0,15.0
466,69,187.0,140.0,10.0,9.0
467,110,188.0,68.0,10.0,16.0
468,128,195.0,4.0,9.0,18.0
469,78,120.0,0.0,11.0,10.0
470,92,93.0,53.0,12.0,10.0
471,224,306.0,207.0,20.0,17.0
472,191,222.0,222.0,20.0,15.0
476,54,496.0,400.0,9.0,8.0
477,67,480.0,481.0,9.0,9.0
478,82,502.0,469.0,10.0,11.0
479,139,493.0,495.0,16.0,17.0
480,102,176.0,221.0,10.0,12.0
481,80,162.0,219.0,9.0,12.0
482,29,363.0,417.0,6.0,6.0
483,20,363.0,458.0,5.0,5.0
