id,area,bbox_y,bbox_x,bbox_h,bbox_w
156,257,343.0,81.0,15.0,26.0
157,203,383.0,102.0,19.0,15.0
158,224,309.0,77.0,110.0,19.0
159,218,424.0,142.0,20.0,19.0
160,271,420.0,252.0,17.0,22.0
161,257,384.0,229.0,19.0,18.0
162,288,398.0,288.0,19.0,21.0
163,146,222.0,114.0,16.0,12.0
164,199,198.0,107.0,16.0,16.0
165,188,213.0,97.0,16.0,17.0
166,177,246.0,78.0,13.0,18.0
167,121,151.0,311.0,17.0,9.0
168,209,128.0,336.0,20.0,15.0
