id,area,bbox_y,bbox_x,bbox_h,bbox_w
57,125,0.0,297.0,10.0,15.0
58,118,182.0,496.0,10.0,15.0
59,153,244.0,411.0,14.0,13.0
60,62,190.0,311.0,8.0,10.0
61,144,201.0,308.0,14.0,14.0
62,395,235.0,286.0,26.0,22.0
63,53,221.0,285.0,9.0,9.0
64,45,295.0,358.0,7.0,8.0
65,97,299.0,368.0,11.0,14.0
66,122,286.0,376.0,14.0,11.0
67,146,312.0,425.0,17.0,11.0
68,94,367.0,472.0,12.0,11.0
69,55,397.0,409.0,8.0,10.0
70,79,408.0,408.0,9.0,12.0
71,439,416.0,383.0,36.0,21.0
72,178,397.0,423.0,15.0,16.0
73,55,410.0,429.0,11.0,8.0
74,46,421.0,438.0,7.0,9.0
75,77,416.0,447.0,12.0,8.0
76,826,433.0,458.0,26.0,54.0
78,58,291.0,286.0,9.0,8.0
79,153,290.0,303.0,16.0,14.0
80,61,269.0,302.0,9.0,11.0
81,41,262.0,310.0,7.0,8.0
84,296,335.0,205.0,21.0,21.0
85,103,359.0,184.0,8.0,17.0
86,312,365.0,196.0,23.0,23.0
87,138,387.0,193.0,16.0,13.0
88,125,420.0,200.0,14.0,12.0
89,104,409.0,292.0,13.0,11.0
90,123,436.0,317.0,12.0,13.0
91,203,395.0,60.0,16.0,21.0
92,64,414.0,66.0,7.0,11.0
93,56,423.0,66.0,8.0,10.0
94,96,446.0,61.0,12.0,13.0
95,130,452.0,69.0,13.0,15.0
96,50,422.0,92.0,8.0,8.0
97,139,439.0,94.0,15.0,12.0
98,55,460.0,115.0,8.0,9.0
99,94,413.0,134.0,11.0,11.0
100,135,387.0,131.0,13.0,15.0
101,98,455.0,23.0,12.0,10.0
102,89,467.0,40.0,13.0,9.0
103,99,471.0,52.0,13.0,10.0
104,97,494.0,117.0,11.0,12.0
106,222,380.0,7.0,18.0,19.0
107,171,415.0,0.0,16.0,13.0
108,103,437.0,12.0,11.0,14.0
109,93,463.0,290.0,10.0,12.0
110,72,312.0,257.0,9.0,10.0
111,121,328.0,288.0,16.0,12.0
112,102,342.0,11.0,13.0,10.0
113,231,358.0,8.0,21.0,14.0
114,91,451.0,0.0,10.0,11.0
115,77,444.0,31.0,9.0,12.0
116,106,502.0,57.0,10.0,12.0
117,223,430.0,183.0,16.0,19.0
118,267,403.0,210.0,17.0,21.0
119,74,391.0,222.0,11.0,9.0
120,142,406.0,166.0,20.0,10.0
121,106,416.0,183.0,12.0,14.0
122,99,372.0,171.0,15.0,9.0
123,93,385.0,183.0,11.0,12.0
124,148,393.0,171.0,17.0,16.0
125,119,487.0,192.0,11.0,13.0
126,119,501.0,199.0,9.0,19.0
127,104,503.0,221.0,9.0,14.0
128,152,442.0,304.0,19.0,13.0
129,113,165.0,0.0,11.0,13.0
130,177,141.0,18.0,18.0,16.0
131,239,148.0,41.0,17.0,20.0
132,80,169.0,52.0,9.0,11.0
133,202,194.0,50.0,19.0,17.0
134,174,217.0,75.0,16.0,19.0
135,117,232.0,68.0,12.0,15.0
136,240,248.0,66.0,12.0,25.0
137,72,203.0,122.0,9.0,12.0
138,94,210.0,115.0,12.0,10.0
139,140,225.0,118.0,13.0,16.0
140,245,198.0,138.0,20.0,17.0
141,138,217.0,164.0,17.0,12.0
142,353,192.0,174.0,20.0,23.0
143,125,228.0,197.0,11.0,14.0
144,173,256.0,193.0,14.0,19.0
145,157,298.0,141.0,17.0,17.0
146,271,201.0,225.0,19.0,21.0
147,258,160.0,237.0,20.0,17.0
148,140,267.0,264.0,14.0,14.0
149,105,281.0,274.0,13.0,12.0
150,95,299.0,278.0,10.0,12.0
151,114,306.0,287.0,10.0,14.0
152,127,311.0,303.0,13.0,17.0
153,84,326.0,268.0,10.0,11.0
154,182,50.0,0.0,14.0,22.0
155,178,58.0,18.0,11.0,24.0
156,139,72.0,35.0,12.0,13.0
157,182,68.0,16.0,18.0,15.0
158,55,86.0,11.0,8.0,10.0
159,214,106.0,104.0,18.0,16.0
160,185,27.0,73.0,15.0,14.0
161,69,61.0,84.0,10.0,9.0
162,112,62.0,102.0,12.0,12.0
163,159,68.0,114.0,18.0,14.0
164,171,98.0,161.0,15.0,17.0
165,389,53.0,170.0,25.0,21.0
166,206,134.0,203.0,18.0,16.0
167,483,92.0,189.0,19.0,32.0
168,191,68.0,239.0,15.0,17.0
169,240,68.0,257.0,17.0,19.0
170,151,79.0,280.0,14.0,13.0
171,165,96.0,293.0,12.0,17.0
172,161,67.0,322.0,15.0,15.0
173,66,81.0,308.0,12.0,7.0
174,199,87.0,317.0,20.0,13.0
176,173,148.0,342.0,16.0,15.0
177,413,157.0,390.0,22.0,25.0
178,85,167.0,415.0,13.0,11.0
179,141,161.0,422.0,16.0,13.0
180,155,161.0,438.0,15.0,16.0
181,221,176.0,435.0,17.0,16.0
182,521,182.0,455.0,28.0,28.0
183,251,221.0,477.0,18.0,22.0
184,89,210.0,498.0,13.0,10.0
185,151,174.0,490.0,10.0,22.0
186,149,50.0,425.0,15.0,14.0
187,88,18.0,425.0,9.0,13.0
188,111,28.0,418.0,9.0,20.0
189,242,30.0,424.0,21.0,18.0
190,135,23.0,461.0,11.0,18.0
191,135,32.0,484.0,12.0,15.0
192,91,43.0,492.0,8.0,15.0
193,95,51.0,504.0,16.0,8.0
194,78,60.0,468.0,13.0,8.0
195,276,36.0,461.0,22.0,18.0
196,89,297.0,398.0,10.0,11.0
197,233,277.0,401.0,16.0,20.0
198,182,333.0,455.0,13.0,19.0
199,262,288.0,479.0,18.0,18.0
200,179,339.0,500.0,19.0,12.0
202,285,364.0,325.0,19.0,20.0
203,86,470.0,433.0,10.0,11.0
204,172,453.0,431.0,13.0,17.0
205,150,464.0,416.0,11.0,17.0
206,121,426.0,452.0,15.0,14.0
207,305,385.0,394.0,16.0,33.0
208,190,178.0,87.0,18.0,19.0
209,122,163.0,74.0,13.0,13.0
210,200,143.0,125.0,13.0,20.0
211,116,185.0,142.0,11.0,13.0
212,171,182.0,113.0,12.0,20.0
213,370,63.0,411.0,25.0,22.0
250,221,137.0,295.0,16.0,19.0
251,120,128.0,278.0,12.0,13.0
252,120,124.0,301.0,11.0,14.0
253,193,111.0,291.0,13.0,20.0
254,169,121.0,332.0,16.0,14.0
255,94,112.0,320.0,13.0,10.0
256,112,110.0,382.0,14.0,10.0
257,88,148.0,331.0,10.0,11.0
258,142,135.0,319.0,13.0,17.0
259,88,160.0,353.0,10.0,13.0
260,119,176.0,368.0,16.0,10.0
261,75,163.0,374.0,9.0,11.0
262,133,166.0,342.0,16.0,11.0
263,28,195.0,276.0,8.0,9.0
264,200,197.0,271.0,20.0,14.0
265,245,238.0,249.0,17.0,18.0
266,121,224.0,150.0,11.0,15.0
267,148,236.0,153.0,16.0,13.0
268,197,247.0,169.0,16.0,16.0
269,168,241.0,184.0,13.0,17.0
270,98,268.0,213.0,10.0,13.0
271,102,272.0,194.0,10.0,12.0
272,107,281.0,228.0,12.0,13.0
273,204,276.0,242.0,15.0,18.0
274,90,288.0,255.0,10.0,13.0
275,31,295.0,270.0,6.0,6.0
276,156,216.0,313.0,12.0,17.0
277,96,221.0,330.0,12.0,11.0
278,156,226.0,386.0,11.0,21.0
279,103,238.0,439.0,12.0,13.0
280,107,205.0,436.0,15.0,9.0
281,82,174.0,378.0,11.0,11.0
282,91,177.0,391.0,11.0,12.0
283,191,186.0,405.0,17.0,16.0
284,119,82.0,407.0,13.0,11.0
285,212,35.0,351.0,20.0,16.0
286,67,321.0,121.0,10.0,10.0
287,60,317.0,130.0,7.0,11.0
288,61,322.0,139.0,9.0,8.0
289,87,319.0,150.0,12.0,9.0
290,43,325.0,174.0,7.0,9.0
291,36,377.0,124.0,7.0,7.0
292,43,375.0,130.0,6.0,9.0
293,66,364.0,140.0,9.0,9.0
294,103,373.0,96.0,11.0,13.0
295,123,481.0,142.0,10.0,20.0
296,88,482.0,162.0,10.0,13.0
297,140,484.0,176.0,19.0,13.0
298,110,388.0,336.0,13.0,11.0
299,78,405.0,339.0,13.0,9.0
300,154,428.0,345.0,13.0,17.0
301,108,427.0,359.0,9.0,15.0
302,71,422.0,333.0,8.0,12.0
303,45,396.0,390.0,7.0,10.0
304,66,402.0,400.0,8.0,11.0
305,188,439.0,422.0,19.0,25.0
306,58,456.0,401.0,9.0,9.0
307,28,464.0,407.0,6.0,6.0
308,51,260.0,357.0,8.0,9.0
309,99,281.0,354.0,12.0,10.0
310,41,257.0,366.0,6.0,9.0
311,13,268.0,367.0,4.0,4.0
312,69,269.0,371.0,9.0,10.0
313,39,292.0,402.0,6.0,9.0
314,65,290.0,422.0,8.0,10.0
315,139,283.0,431.0,14.0,13.0
316,34,214.0,444.0,9.0,5.0
317,78,218.0,453.0,12.0,9.0
318,85,209.0,465.0,10.0,10.0
319,92,244.0,471.0,12.0,11.0
320,52,241.0,481.0,7.0,9.0
321,65,256.0,463.0,8.0,10.0
322,45,247.0,455.0,5.0,11.0
323,81,290.0,445.0,7.0,14.0
324,74,273.0,482.0,9.0,10.0
325,90,306.0,481.0,10.0,11.0
326,83,284.0,343.0,10.0,11.0
327,143,240.0,342.0,15.0,13.0
328,87,229.0,342.0,8.0,12.0
329,200,205.0,329.0,13.0,20.0
330,237,191.0,324.0,14.0,22.0
331,135,172.0,262.0,14.0,12.0
332,74,159.0,268.0,11.0,10.0
333,63,154.0,282.0,10.0,9.0
334,44,154.0,260.0,8.0,8.0
335,211,140.0,263.0,15.0,18.0
336,20,109.0,229.0,7.0,8.0
337,168,100.0,230.0,14.0,19.0
338,87,182.0,224.0,12.0,12.0
339,156,178.0,242.0,13.0,16.0
340,98,215.0,203.0,11.0,11.0
341,146,226.0,214.0,12.0,15.0
342,94,230.0,248.0,8.0,14.0
343,130,268.0,288.0,14.0,14.0
344,122,252.0,299.0,12.0,15.0
345,75,257.0,316.0,11.0,8.0
346,92,272.0,225.0,10.0,13.0
347,123,138.0,376.0,13.0,12.0
348,146,128.0,448.0,13.0,15.0
349,113,134.0,466.0,15.0,12.0
350,136,114.0,483.0,12.0,14.0
351,100,130.0,499.0,10.0,13.0
352,91,217.0,506.0,17.0,6.0
353,127,136.0,41.0,14.0,12.0
354,117,150.0,88.0,11.0,14.0
355,96,150.0,104.0,13.0,11.0
356,97,167.0,110.0,12.0,11.0
357,207,159.0,127.0,13.0,19.0
358,192,259.0,117.0,17.0,16.0
359,212,264.0,141.0,26.0,21.0
360,217,272.0,95.0,25.0,17.0
