id,area,bbox_y,bbox_x,bbox_h,bbox_w
176,638,305.0,478.0,29.0,34.0
177,1591,460.0,413.0,52.0,77.0
178,487,481.0,485.0,31.0,27.0
180,818,320.0,204.0,48.0,37.0
181,675,242.0,162.0,33.0,46.0
182,1499,273.0,151.0,63.0,64.0
183,1968,164.0,0.0,54.0,79.0
184,294,128.0,77.0,26.0,18.0
185,657,154.0,131.0,36.0,25.0
186,775,226.0,14.0,29.0,39.0
187,2261,190.0,82.0,61.0,66.0
188,1924,249.0,75.0,59.0,70.0
189,1216,345.0,21.0,51.0,40.0
190,140,339.0,113.0,12.0,17.0
191,2868,359.0,62.0,63.0,71.0
192,1150,400.0,10.0,41.0,52.0
193,133,137.0,0.0,12.0,14.0
194,190,144.0,26.0,12.0,25.0
195,214,149.0,7.0,15.0,20.0
196,174,157.0,28.0,10.0,23.0
197,148,167.0,57.0,13.0,17.0
198,125,166.0,70.0,11.0,15.0
199,163,141.0,62.0,14.0,16.0
200,175,148.0,75.0,17.0,20.0
201,67,130.0,90.0,11.0,8.0
202,154,123.0,98.0,16.0,13.0
203,111,142.0,92.0,12.0,13.0
204,287,171.0,96.0,21.0,23.0
205,167,189.0,73.0,11.0,20.0
206,100,193.0,54.0,9.0,16.0
207,174,229.0,75.0,13.0,20.0
208,160,206.0,134.0,15.0,16.0
209,137,252.0,102.0,12.0,16.0
210,132,262.0,78.0,12.0,16.0
211,150,278.0,62.0,14.0,18.0
212,199,274.0,45.0,18.0,15.0
213,107,264.0,0.0,11.0,12.0
214,206,272.0,13.0,14.0,22.0
215,147,259.0,29.0,11.0,18.0
216,130,242.0,38.0,13.0,17.0
217,62,237.0,0.0,8.0,11.0
218,162,243.0,0.0,14.0,15.0
219,97,215.0,3.0,9.0,15.0
220,115,200.0,10.0,16.0,12.0
221,200,164.0,4.0,19.0,14.0
222,93,222.0,0.0,13.0,9.0
223,50,227.0,12.0,7.0,9.0
224,205,293.0,0.0,12.0,22.0
225,118,326.0,0.0,13.0,11.0
226,152,320.0,11.0,10.0,19.0
227,266,332.0,27.0,18.0,26.0
228,80,331.0,61.0,8.0,13.0
229,127,308.0,105.0,10.0,17.0
230,74,285.0,117.0,13.0,8.0
231,132,310.0,125.0,13.0,15.0
232,76,326.0,118.0,8.0,13.0
233,199,334.0,96.0,11.0,23.0
234,156,351.0,102.0,13.0,16.0
235,114,339.0,65.0,14.0,13.0
236,219,336.0,73.0,16.0,18.0
237,147,352.0,75.0,12.0,16.0
238,70,365.0,49.0,12.0,9.0
239,143,368.0,58.0,12.0,15.0
240,135,393.0,2.0,12.0,15.0
241,112,407.0,4.0,12.0,15.0
242,141,438.0,21.0,14.0,16.0
243,177,432.0,0.0,13.0,19.0
244,327,445.0,3.0,27.0,19.0
245,145,461.0,25.0,19.0,13.0
246,156,459.0,41.0,12.0,16.0
247,147,465.0,61.0,17.0,11.0
248,103,486.0,18.0,11.0,13.0
249,189,421.0,74.0,18.0,17.0
250,147,413.0,96.0,15.0,15.0
251,146,427.0,104.0,14.0,13.0
252,137,445.0,99.0,13.0,12.0
253,179,430.0,86.0,15.0,16.0
254,87,416.0,54.0,11.0,11.0
255,178,235.0,185.0,15.0,17.0
256,106,184.0,149.0,12.0,13.0
257,159,203.0,207.0,15.0,17.0
258,122,221.0,217.0,13.0,17.0
259,62,266.0,176.0,10.0,11.0
260,94,263.0,188.0,12.0,12.0
261,104,290.0,194.0,11.0,16.0
262,69,299.0,184.0,9.0,12.0
263,107,311.0,180.0,13.0,13.0
264,119,277.0,143.0,14.0,12.0
265,66,264.0,215.0,10.0,10.0
266,77,272.0,210.0,9.0,11.0
267,198,282.0,224.0,22.0,14.0
268,37,316.0,219.0,7.0,7.0
269,92,308.0,229.0,10.0,19.0
270,144,358.0,214.0,13.0,17.0
271,128,401.0,160.0,12.0,15.0
272,257,413.0,142.0,18.0,23.0
273,113,411.0,182.0,13.0,13.0
274,86,436.0,194.0,9.0,12.0
275,67,445.0,181.0,8.0,12.0
276,55,452.0,174.0,9.0,8.0
277,203,452.0,129.0,15.0,20.0
278,79,443.0,116.0,8.0,15.0
279,69,458.0,117.0,10.0,9.0
280,88,449.0,110.0,10.0,13.0
281,274,456.0,96.0,19.0,23.0
282,141,474.0,98.0,9.0,19.0
283,125,485.0,78.0,14.0,12.0
284,110,469.0,81.0,12.0,12.0
285,211,448.0,83.0,18.0,16.0
286,89,490.0,89.0,14.0,8.0
287,369,493.0,95.0,19.0,26.0
288,81,503.0,72.0,9.0,13.0
289,265,495.0,52.0,17.0,21.0
290,152,414.0,222.0,16.0,16.0
291,176,373.0,225.0,12.0,21.0
292,110,434.0,277.0,13.0,13.0
293,119,466.0,211.0,14.0,12.0
294,93,477.0,225.0,9.0,13.0
295,121,484.0,211.0,12.0,16.0
296,94,498.0,191.0,11.0,12.0
297,276,490.0,255.0,22.0,15.0
298,164,306.0,295.0,16.0,13.0
299,178,277.0,296.0,17.0,15.0
300,119,244.0,292.0,12.0,14.0
301,147,240.0,327.0,14.0,14.0
302,136,240.0,376.0,15.0,13.0
303,232,283.0,412.0,17.0,19.0
304,132,261.0,413.0,17.0,16.0
305,83,253.0,432.0,10.0,11.0
306,119,240.0,444.0,14.0,14.0
307,133,232.0,457.0,17.0,11.0
308,86,220.0,442.0,10.0,11.0
309,68,229.0,444.0,8.0,14.0
310,147,315.0,406.0,15.0,12.0
311,123,279.0,360.0,12.0,15.0
312,77,268.0,360.0,8.0,13.0
313,154,348.0,352.0,16.0,14.0
314,153,359.0,357.0,14.0,14.0
315,185,371.0,342.0,18.0,17.0
316,205,400.0,328.0,18.0,17.0
317,217,383.0,358.0,16.0,20.0
318,172,403.0,346.0,17.0,20.0
319,105,430.0,328.0,9.0,19.0
320,153,435.0,332.0,15.0,15.0
321,165,449.0,322.0,13.0,19.0
322,98,459.0,313.0,8.0,16.0
323,113,473.0,303.0,12.0,17.0
324,89,478.0,316.0,10.0,12.0
325,153,500.0,336.0,12.0,16.0
326,153,490.0,342.0,12.0,16.0
327,129,445.0,363.0,13.0,13.0
328,117,396.0,387.0,13.0,13.0
329,181,405.0,453.0,14.0,17.0
330,251,452.0,465.0,16.0,28.0
331,183,452.0,499.0,19.0,13.0
332,232,476.0,420.0,17.0,19.0
333,58,479.0,453.0,11.0,8.0
334,170,471.0,485.0,22.0,14.0
335,150,341.0,489.0,17.0,14.0
336,140,296.0,494.0,11.0,18.0
337,122,324.0,463.0,13.0,14.0
338,97,314.0,473.0,12.0,15.0
339,43,267.0,484.0,8.0,8.0
341,89,256.0,463.0,11.0,12.0
342,65,320.0,377.0,8.0,10.0
343,93,312.0,371.0,8.0,15.0
344,151,300.0,338.0,11.0,19.0
345,64,310.0,344.0,9.0,11.0
346,63,287.0,343.0,7.0,12.0
347,88,272.0,333.0,10.0,13.0
348,57,259.0,340.0,9.0,9.0
349,83,367.0,261.0,8.0,14.0
350,224,348.0,259.0,15.0,18.0
351,108,320.0,270.0,12.0,11.0
352,74,333.0,275.0,9.0,10.0
353,60,338.0,302.0,8.0,10.0
354,73,323.0,290.0,9.0,10.0
355,188,379.0,289.0,18.0,20.0
356,54,260.0,493.0,8.0,9.0
357,86,300.0,156.0,12.0,10.0
358,64,288.0,157.0,10.0,9.0
359,103,305.0,143.0,11.0,13.0
360,102,318.0,145.0,13.0,11.0
361,47,322.0,174.0,8.0,8.0
362,62,337.0,167.0,11.0,9.0
363,60,358.0,54.0,8.0,11.0
364,72,361.0,63.0,7.0,12.0
365,60,7.0,54.0,11.0,7.0
366,63,52.0,25.0,9.0,9.0
367,31,54.0,14.0,7.0,5.0
368,44,88.0,22.0,7.0,8.0
369,47,84.0,17.0,6.0,9.0
370,47,91.0,32.0,7.0,8.0
371,84,59.0,71.0,9.0,13.0
372,53,62.0,37.0,9.0,11.0
