id,area,bbox_y,bbox_x,bbox_h,bbox_w
79,84,139.0,222.0,10.0,12.0
80,138,163.0,212.0,14.0,14.0
81,100,172.0,224.0,10.0,15.0
82,120,178.0,215.0,13.0,14.0
83,128,185.0,229.0,16.0,11.0
84,224,185.0,247.0,19.0,18.0
85,106,209.0,229.0,13.0,12.0
86,93,232.0,254.0,11.0,12.0
87,216,241.0,226.0,17.0,16.0
88,65,244.0,211.0,9.0,10.0
89,89,236.0,207.0,10.0,13.0
90,103,245.0,198.0,13.0,12.0
91,210,249.0,181.0,17.0,20.0
92,127,258.0,174.0,11.0,14.0
93,143,262.0,186.0,14.0,15.0
94,181,266.0,206.0,18.0,16.0
95,127,279.0,182.0,11.0,15.0
96,50,225.0,93.0,9.0,7.0
97,188,223.0,58.0,14.0,17.0
98,134,271.0,47.0,14.0,14.0
99,124,251.0,8.0,13.0,11.0
100,206,217.0,28.0,16.0,16.0
101,190,231.0,0.0,12.0,21.0
102,77,254.0,163.0,11.0,9.0
103,42,247.0,165.0,7.0,8.0
104,110,287.0,157.0,11.0,14.0
105,79,308.0,168.0,10.0,12.0
106,97,318.0,156.0,13.0,9.0
107,93,322.0,174.0,9.0,13.0
108,109,307.0,180.0,11.0,13.0
109,97,317.0,189.0,11.0,12.0
110,76,303.0,203.0,11.0,10.0
111,158,298.0,236.0,13.0,15.0
112,122,288.0,202.0,13.0,14.0
113,163,319.0,210.0,15.0,15.0
114,141,155.0,240.0,16.0,12.0
115,84,144.0,254.0,11.0,10.0
116,76,160.0,255.0,9.0,11.0
117,141,154.0,277.0,16.0,12.0
118,178,178.0,266.0,16.0,16.0
119,130,74.0,255.0,12.0,15.0
120,74,77.0,249.0,11.0,10.0
121,198,85.0,261.0,15.0,18.0
122,106,101.0,254.0,11.0,14.0
123,74,121.0,262.0,11.0,8.0
124,144,121.0,283.0,13.0,15.0
125,157,73.0,276.0,16.0,15.0
126,267,57.0,269.0,17.0,24.0
127,78,44.0,262.0,13.0,12.0
128,139,22.0,257.0,14.0,14.0
129,118,23.0,273.0,14.0,13.0
130,245,0.0,251.0,11.0,26.0
131,69,0.0,280.0,5.0,18.0
132,242,3.0,279.0,16.0,21.0
133,141,6.0,300.0,15.0,14.0
134,81,24.0,301.0,10.0,17.0
135,240,29.0,299.0,19.0,20.0
136,102,45.0,295.0,10.0,14.0
137,78,44.0,314.0,10.0,10.0
138,85,34.0,324.0,10.0,13.0
139,138,40.0,332.0,12.0,14.0
140,117,55.0,313.0,13.0,14.0
141,298,70.0,312.0,22.0,22.0
142,126,75.0,334.0,13.0,14.0
143,100,94.0,303.0,11.0,11.0
144,235,108.0,310.0,22.0,14.0
145,67,141.0,307.0,8.0,11.0
146,107,150.0,298.0,15.0,9.0
147,96,156.0,312.0,13.0,11.0
148,195,177.0,345.0,17.0,19.0
149,296,192.0,326.0,18.0,22.0
150,179,202.0,270.0,19.0,15.0
151,208,200.0,293.0,14.0,21.0
152,151,215.0,288.0,14.0,15.0
153,134,212.0,306.0,14.0,13.0
154,78,212.0,323.0,11.0,10.0
155,222,221.0,324.0,14.0,23.0
156,170,231.0,300.0,18.0,13.0
157,370,258.0,288.0,23.0,23.0
158,72,250.0,249.0,8.0,12.0
159,202,258.0,247.0,16.0,17.0
160,170,293.0,264.0,12.0,18.0
161,133,209.0,376.0,13.0,13.0
162,212,161.0,362.0,18.0,19.0
163,268,173.0,370.0,25.0,18.0
164,228,196.0,355.0,14.0,20.0
165,189,209.0,351.0,16.0,18.0
166,128,291.0,332.0,15.0,13.0
167,59,292.0,320.0,11.0,7.0
168,77,290.0,311.0,10.0,9.0
169,242,102.0,351.0,20.0,18.0
170,233,103.0,331.0,18.0,20.0
171,59,72.0,360.0,8.0,15.0
172,2,82.0,384.0,8.0,5.0
173,104,60.0,381.0,14.0,12.0
174,318,56.0,361.0,19.0,23.0
175,132,39.0,370.0,13.0,15.0
176,239,26.0,375.0,18.0,19.0
177,250,0.0,371.0,19.0,18.0
178,356,5.0,357.0,24.0,22.0
180,82,0.0,426.0,9.0,12.0
181,91,0.0,452.0,11.0,11.0
182,156,0.0,464.0,12.0,19.0
183,109,14.0,456.0,12.0,14.0
184,99,54.0,469.0,12.0,12.0
185,325,66.0,489.0,21.0,21.0
186,70,74.0,446.0,11.0,13.0
187,243,78.0,436.0,21.0,18.0
188,84,101.0,437.0,9.0,12.0
189,136,112.0,428.0,11.0,16.0
190,262,119.0,456.0,18.0,19.0
191,309,117.0,492.0,28.0,20.0
192,192,147.0,490.0,11.0,22.0
193,134,158.0,471.0,12.0,15.0
194,82,178.0,407.0,9.0,12.0
195,146,188.0,386.0,14.0,13.0
196,68,204.0,397.0,9.0,11.0
197,133,200.0,405.0,13.0,14.0
198,80,206.0,445.0,8.0,12.0
199,77,213.0,468.0,9.0,12.0
200,103,206.0,485.0,13.0,12.0
202,297,196.0,497.0,26.0,15.0
203,230,98.0,394.0,15.0,21.0
204,133,91.0,383.0,15.0,14.0
205,292,75.0,362.0,15.0,28.0
206,70,108.0,323.0,9.0,10.0
207,89,99.0,313.0,8.0,13.0
208,46,85.0,324.0,9.0,7.0
209,123,156.0,381.0,11.0,15.0
210,93,163.0,338.0,10.0,13.0
211,138,125.0,358.0,12.0,15.0
212,45,124.0,340.0,7.0,8.0
213,83,141.0,291.0,13.0,8.0
214,67,184.0,326.0,8.0,12.0
215,159,220.0,400.0,14.0,16.0
216,201,265.0,459.0,15.0,16.0
217,116,224.0,484.0,10.0,15.0
218,85,269.0,496.0,11.0,13.0
219,82,288.0,440.0,9.0,12.0
220,200,256.0,434.0,14.0,18.0
221,189,267.0,407.0,14.0,19.0
222,145,295.0,401.0,12.0,17.0
223,131,310.0,362.0,10.0,20.0
224,192,325.0,361.0,17.0,17.0
225,110,323.0,383.0,10.0,15.0
226,143,320.0,492.0,10.0,19.0
227,224,379.0,407.0,18.0,15.0
228,149,394.0,423.0,17.0,11.0
229,176,386.0,434.0,19.0,13.0
230,153,424.0,502.0,20.0,10.0
231,115,373.0,303.0,11.0,16.0
232,156,387.0,300.0,16.0,13.0
233,216,412.0,308.0,15.0,18.0
234,134,428.0,303.0,14.0,15.0
235,187,449.0,318.0,15.0,17.0
236,96,452.0,250.0,10.0,16.0
237,189,446.0,226.0,15.0,17.0
238,49,447.0,218.0,7.0,10.0
239,179,460.0,222.0,14.0,16.0
240,85,411.0,239.0,19.0,9.0
241,76,415.0,251.0,9.0,12.0
242,195,412.0,227.0,17.0,16.0
243,120,419.0,218.0,12.0,13.0
244,233,400.0,211.0,16.0,20.0
245,140,386.0,234.0,15.0,12.0
246,289,359.0,270.0,15.0,27.0
247,96,353.0,252.0,9.0,13.0
248,237,322.0,241.0,21.0,18.0
249,75,353.0,229.0,9.0,10.0
250,243,366.0,224.0,14.0,26.0
251,71,373.0,209.0,9.0,11.0
252,198,340.0,161.0,18.0,15.0
253,105,337.0,180.0,13.0,13.0
254,114,380.0,195.0,13.0,14.0
255,102,423.0,160.0,9.0,14.0
256,263,483.0,168.0,16.0,23.0
257,252,495.0,185.0,17.0,20.0
258,62,486.0,243.0,7.0,15.0
259,32,489.0,231.0,7.0,7.0
260,483,491.0,235.0,21.0,28.0
261,110,503.0,273.0,9.0,16.0
262,167,478.0,148.0,13.0,16.0
263,244,497.0,136.0,15.0,20.0
264,109,496.0,120.0,12.0,13.0
265,104,472.0,97.0,10.0,14.0
266,170,486.0,106.0,14.0,17.0
267,88,450.0,125.0,9.0,14.0
268,78,454.0,114.0,12.0,9.0
269,84,463.0,124.0,11.0,10.0
270,134,441.0,149.0,14.0,14.0
271,142,427.0,140.0,14.0,16.0
272,219,427.0,97.0,15.0,20.0
273,238,428.0,80.0,16.0,19.0
274,198,428.0,65.0,17.0,16.0
275,105,464.0,77.0,11.0,13.0
276,141,469.0,56.0,16.0,12.0
277,384,491.0,5.0,21.0,24.0
278,150,432.0,7.0,17.0,18.0
279,324,420.0,0.0,24.0,18.0
280,128,409.0,20.0,12.0,14.0
281,109,404.0,36.0,9.0,18.0
282,76,353.0,107.0,13.0,8.0
283,151,352.0,114.0,12.0,15.0
284,68,365.0,151.0,9.0,10.0
285,204,362.0,165.0,19.0,14.0
286,160,349.0,210.0,16.0,17.0
287,104,332.0,125.0,13.0,12.0
288,96,337.0,62.0,12.0,11.0
289,187,53.0,392.0,20.0,14.0
